region,category,language,mother_tongue,most_at_home,most_at_work,lang_known
Windsor,Aboriginal languages,Southern East Cree,0,0,0,0
Barrie,Aboriginal languages,Southern East Cree,0,0,0,0
Greater Sudbury,Aboriginal languages,Southern East Cree,0,0,0,0
Thunder Bay,Aboriginal languages,Southern East Cree,0,0,0,0
Winnipeg,Aboriginal languages,Southern East Cree,0,0,0,0
Regina,Aboriginal languages,Southern East Cree,0,0,0,0
Saskatoon,Aboriginal languages,Southern East Cree,0,0,0,0
Lethbridge,Aboriginal languages,Southern East Cree,0,0,0,0
Calgary,Aboriginal languages,Southern East Cree,0,0,0,0
Edmonton,Aboriginal languages,Southern East Cree,0,0,0,0
Ottawa - Gatineau,Aboriginal languages,Southern East Cree,5,5,0,0
Kelowna,Aboriginal languages,Southern East Cree,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Southern East Cree,0,0,0,0
Vancouver,Aboriginal languages,Southern East Cree,0,0,0,0
Victoria,Aboriginal languages,Southern East Cree,0,0,0,0
St. John's,Aboriginal languages,Southern Tutchone,0,0,0,0
Halifax,Aboriginal languages,Southern Tutchone,0,0,0,0
Moncton,Aboriginal languages,Southern Tutchone,0,0,0,0
Saint John,Aboriginal languages,Southern Tutchone,0,0,0,0
Saguenay,Aboriginal languages,Southern Tutchone,0,0,0,0
Québec,Aboriginal languages,Southern Tutchone,0,0,0,0
Sherbrooke,Aboriginal languages,Southern Tutchone,0,0,0,0
Trois-Rivières,Aboriginal languages,Southern Tutchone,0,0,0,0
Montréal,Aboriginal languages,Southern Tutchone,0,0,0,0
Kingston,Aboriginal languages,Southern Tutchone,0,0,0,0
Belleville,Aboriginal languages,Southern Tutchone,0,0,0,0
Peterborough,Aboriginal languages,Southern Tutchone,0,0,0,0
Oshawa,Aboriginal languages,Southern Tutchone,0,0,0,0
Toronto,Aboriginal languages,Southern Tutchone,0,0,0,0
Hamilton,Aboriginal languages,Southern Tutchone,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Southern Tutchone,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Southern Tutchone,0,0,0,0
Brantford,Aboriginal languages,Southern Tutchone,0,0,0,0
Guelph,Aboriginal languages,Southern Tutchone,0,0,0,0
London,Aboriginal languages,Southern Tutchone,0,0,0,0
Windsor,Aboriginal languages,Southern Tutchone,0,0,0,0
Barrie,Aboriginal languages,Southern Tutchone,0,0,0,0
Greater Sudbury,Aboriginal languages,Southern Tutchone,0,0,0,0
Thunder Bay,Aboriginal languages,Southern Tutchone,0,0,0,0
Winnipeg,Aboriginal languages,Southern Tutchone,0,0,0,0
Regina,Aboriginal languages,Southern Tutchone,0,0,0,0
Saskatoon,Aboriginal languages,Southern Tutchone,0,0,0,0
Lethbridge,Aboriginal languages,Southern Tutchone,0,0,0,0
Calgary,Aboriginal languages,Southern Tutchone,0,0,0,0
Edmonton,Aboriginal languages,Southern Tutchone,0,0,0,0
Ottawa - Gatineau,Aboriginal languages,Southern Tutchone,0,0,0,0
Kelowna,Aboriginal languages,Southern Tutchone,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Southern Tutchone,0,0,0,0
Vancouver,Aboriginal languages,Southern Tutchone,0,0,0,0
Victoria,Aboriginal languages,Southern Tutchone,0,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Spanish,470,225,10,1385
Halifax,Non-Official & Non-Aboriginal languages,Spanish,1375,585,35,4830
Moncton,Non-Official & Non-Aboriginal languages,Spanish,310,155,0,1705
Saint John,Non-Official & Non-Aboriginal languages,Spanish,295,145,10,935
Saguenay,Non-Official & Non-Aboriginal languages,Spanish,260,140,10,2615
Québec,Non-Official & Non-Aboriginal languages,Spanish,7310,4505,170,33440
Sherbrooke,Non-Official & Non-Aboriginal languages,Spanish,2775,1910,40,8860
Trois-Rivières,Non-Official & Non-Aboriginal languages,Spanish,1065,735,10,4355
Montréal,Non-Official & Non-Aboriginal languages,Spanish,120765,76680,2740,280030
Kingston,Non-Official & Non-Aboriginal languages,Spanish,885,385,25,2465
Belleville,Non-Official & Non-Aboriginal languages,Spanish,350,145,10,730
Peterborough,Non-Official & Non-Aboriginal languages,Spanish,350,120,15,1150
Oshawa,Non-Official & Non-Aboriginal languages,Spanish,3245,1495,185,5460
Toronto,Non-Official & Non-Aboriginal languages,Spanish,126500,70370,3660,206090
Hamilton,Non-Official & Non-Aboriginal languages,Spanish,10585,5825,210,17130
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Spanish,4435,2570,270,7760
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Spanish,8400,4605,155,13605
Brantford,Non-Official & Non-Aboriginal languages,Spanish,590,295,15,1255
Guelph,Non-Official & Non-Aboriginal languages,Spanish,1480,755,25,2955
London,Non-Official & Non-Aboriginal languages,Spanish,8955,5305,245,14070
Windsor,Non-Official & Non-Aboriginal languages,Spanish,3070,1590,65,5300
Barrie,Non-Official & Non-Aboriginal languages,Spanish,1940,875,40,3280
Greater Sudbury,Non-Official & Non-Aboriginal languages,Spanish,350,135,10,1395
Thunder Bay,Non-Official & Non-Aboriginal languages,Spanish,330,120,25,925
Winnipeg,Non-Official & Non-Aboriginal languages,Spanish,6850,3410,70,14210
Regina,Non-Official & Non-Aboriginal languages,Spanish,1260,590,30,2670
Saskatoon,Non-Official & Non-Aboriginal languages,Spanish,1900,985,40,4205
Lethbridge,Non-Official & Non-Aboriginal languages,Spanish,1585,1015,75,3160
Calgary,Non-Official & Non-Aboriginal languages,Spanish,28690,17540,725,52265
Edmonton,Non-Official & Non-Aboriginal languages,Spanish,18470,10880,405,33180
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Spanish,17030,9360,425,49510
Kelowna,Non-Official & Non-Aboriginal languages,Spanish,1035,350,55,3620
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Spanish,1405,675,80,3125
Vancouver,Non-Official & Non-Aboriginal languages,Spanish,36625,18310,1040,75105
Victoria,Non-Official & Non-Aboriginal languages,Spanish,2920,1115,70,10700
St. John's,Aboriginal languages,Squamish,0,0,0,0
Halifax,Aboriginal languages,Squamish,0,0,0,0
Moncton,Aboriginal languages,Squamish,0,0,0,0
Saint John,Aboriginal languages,Squamish,0,0,0,0
Saguenay,Aboriginal languages,Squamish,0,0,0,0
Québec,Aboriginal languages,Squamish,0,0,0,0
Sherbrooke,Aboriginal languages,Squamish,0,0,0,0
Trois-Rivières,Aboriginal languages,Squamish,0,0,0,0
Montréal,Aboriginal languages,Squamish,0,0,0,0
Kingston,Aboriginal languages,Squamish,0,0,0,0
Belleville,Aboriginal languages,Squamish,0,0,0,0
Peterborough,Aboriginal languages,Squamish,0,0,0,0
Oshawa,Aboriginal languages,Squamish,0,0,0,0
Toronto,Aboriginal languages,Squamish,0,0,0,0
Hamilton,Aboriginal languages,Squamish,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Squamish,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Squamish,0,0,0,0
Brantford,Aboriginal languages,Squamish,0,0,0,0
Guelph,Aboriginal languages,Squamish,0,0,0,0
London,Aboriginal languages,Squamish,0,0,0,0
Windsor,Aboriginal languages,Squamish,0,0,0,0
Barrie,Aboriginal languages,Squamish,0,0,0,0
Greater Sudbury,Aboriginal languages,Squamish,0,0,0,0
Thunder Bay,Aboriginal languages,Squamish,0,0,0,0
Winnipeg,Aboriginal languages,Squamish,0,0,0,0
Regina,Aboriginal languages,Squamish,0,0,0,0
Saskatoon,Aboriginal languages,Squamish,0,0,0,0
Lethbridge,Aboriginal languages,Squamish,0,0,0,0
Calgary,Aboriginal languages,Squamish,0,0,0,0
Edmonton,Aboriginal languages,Squamish,0,0,0,0
Ottawa - Gatineau,Aboriginal languages,Squamish,0,0,0,0
Kelowna,Aboriginal languages,Squamish,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Squamish,0,0,0,0
Vancouver,Aboriginal languages,Squamish,20,5,0,225
Victoria,Aboriginal languages,Squamish,0,0,0,0
St. John's,Aboriginal languages,Stoney,0,0,0,0
Halifax,Aboriginal languages,Stoney,0,0,0,0
Moncton,Aboriginal languages,Stoney,0,0,0,0
Saint John,Aboriginal languages,Stoney,0,0,0,0
Saguenay,Aboriginal languages,Stoney,0,0,0,0
Québec,Aboriginal languages,Stoney,0,0,0,0
Sherbrooke,Aboriginal languages,Stoney,0,0,0,0
Trois-Rivières,Aboriginal languages,Stoney,0,0,0,0
Montréal,Aboriginal languages,Stoney,0,0,0,0
Kingston,Aboriginal languages,Stoney,0,0,0,0
Belleville,Aboriginal languages,Stoney,0,0,0,0
Peterborough,Aboriginal languages,Stoney,0,0,0,0
Oshawa,Aboriginal languages,Stoney,0,0,0,0
Toronto,Aboriginal languages,Stoney,0,0,0,10
Hamilton,Aboriginal languages,Stoney,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Stoney,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Stoney,0,0,0,0
Brantford,Aboriginal languages,Stoney,0,0,0,0
Guelph,Aboriginal languages,Stoney,0,0,0,0
London,Aboriginal languages,Stoney,0,0,0,0
Windsor,Aboriginal languages,Stoney,0,0,0,0
Barrie,Aboriginal languages,Stoney,0,0,0,0
Greater Sudbury,Aboriginal languages,Stoney,0,0,0,0
Thunder Bay,Aboriginal languages,Stoney,0,0,0,0
Winnipeg,Aboriginal languages,Stoney,0,0,0,0
Regina,Aboriginal languages,Stoney,0,0,0,0
Saskatoon,Aboriginal languages,Stoney,0,0,0,0
Lethbridge,Aboriginal languages,Stoney,0,0,0,0
Calgary,Aboriginal languages,Stoney,90,30,0,95
Edmonton,Aboriginal languages,Stoney,155,25,0,280
Ottawa - Gatineau,Aboriginal languages,Stoney,0,0,0,0
Kelowna,Aboriginal languages,Stoney,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Stoney,0,0,0,10
Vancouver,Aboriginal languages,Stoney,0,0,0,0
Victoria,Aboriginal languages,Stoney,0,0,0,0
St. John's,Aboriginal languages,Straits,0,0,0,0
Halifax,Aboriginal languages,Straits,0,0,0,0
Moncton,Aboriginal languages,Straits,0,0,0,0
Saint John,Aboriginal languages,Straits,0,0,0,0
Saguenay,Aboriginal languages,Straits,0,0,0,0
Québec,Aboriginal languages,Straits,0,0,0,0
Sherbrooke,Aboriginal languages,Straits,0,0,0,0
Trois-Rivières,Aboriginal languages,Straits,0,0,0,0
Montréal,Aboriginal languages,Straits,0,0,0,0
Kingston,Aboriginal languages,Straits,0,0,0,0
Belleville,Aboriginal languages,Straits,0,0,0,0
Peterborough,Aboriginal languages,Straits,0,0,0,0
Oshawa,Aboriginal languages,Straits,0,0,0,0
Toronto,Aboriginal languages,Straits,0,0,0,0
Hamilton,Aboriginal languages,Straits,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Straits,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Straits,0,0,0,0
Brantford,Aboriginal languages,Straits,0,0,0,0
Guelph,Aboriginal languages,Straits,0,0,0,0
London,Aboriginal languages,Straits,0,0,0,0
Windsor,Aboriginal languages,Straits,0,0,0,0
Barrie,Aboriginal languages,Straits,0,0,0,0
Greater Sudbury,Aboriginal languages,Straits,0,0,0,0
Thunder Bay,Aboriginal languages,Straits,0,0,0,0
Winnipeg,Aboriginal languages,Straits,0,0,0,0
Regina,Aboriginal languages,Straits,0,0,0,0
Saskatoon,Aboriginal languages,Straits,0,0,0,0
Lethbridge,Aboriginal languages,Straits,0,0,0,0
Calgary,Aboriginal languages,Straits,0,0,0,10
Edmonton,Aboriginal languages,Straits,0,0,0,0
Ottawa - Gatineau,Aboriginal languages,Straits,0,0,0,0
Kelowna,Aboriginal languages,Straits,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Straits,0,0,0,0
Vancouver,Aboriginal languages,Straits,0,0,0,0
Victoria,Aboriginal languages,Straits,80,25,15,345
St. John's,Non-Official & Non-Aboriginal languages,Swahili,55,45,0,175
Halifax,Non-Official & Non-Aboriginal languages,Swahili,120,55,0,340
Moncton,Non-Official & Non-Aboriginal languages,Swahili,55,25,0,185
Saint John,Non-Official & Non-Aboriginal languages,Swahili,20,25,0,65
Saguenay,Non-Official & Non-Aboriginal languages,Swahili,10,0,0,10
Québec,Non-Official & Non-Aboriginal languages,Swahili,505,175,0,1020
Sherbrooke,Non-Official & Non-Aboriginal languages,Swahili,205,100,10,430
Trois-Rivières,Non-Official & Non-Aboriginal languages,Swahili,125,50,0,125
Montréal,Non-Official & Non-Aboriginal languages,Swahili,1305,385,15,4240
Kingston,Non-Official & Non-Aboriginal languages,Swahili,20,0,0,60
Belleville,Non-Official & Non-Aboriginal languages,Swahili,5,5,0,30
Peterborough,Non-Official & Non-Aboriginal languages,Swahili,10,0,0,75
Oshawa,Non-Official & Non-Aboriginal languages,Swahili,75,15,10,210
Toronto,Non-Official & Non-Aboriginal languages,Swahili,3215,1230,10,10355
Hamilton,Non-Official & Non-Aboriginal languages,Swahili,340,180,0,795
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Swahili,100,45,0,330
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Swahili,145,60,0,380
Brantford,Non-Official & Non-Aboriginal languages,Swahili,5,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Swahili,30,10,0,155
London,Non-Official & Non-Aboriginal languages,Swahili,130,50,0,355
Windsor,Non-Official & Non-Aboriginal languages,Swahili,200,75,0,335
