region,category,language,mother_tongue,most_at_home,most_at_work,lang_known
Oshawa,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,15
Toronto,Non-Official & Non-Aboriginal languages,Bamanankan,55,15,0,200
Hamilton,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Brantford,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,10
London,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Windsor,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Barrie,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Bamanankan,75,10,0,145
Regina,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Saskatoon,Non-Official & Non-Aboriginal languages,Bamanankan,5,0,0,0
Lethbridge,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Bamanankan,15,5,0,20
Edmonton,Non-Official & Non-Aboriginal languages,Bamanankan,20,0,0,35
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Bamanankan,145,25,0,390
Kelowna,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,10
Vancouver,Non-Official & Non-Aboriginal languages,Bamanankan,10,5,0,20
Victoria,Non-Official & Non-Aboriginal languages,Bamanankan,0,0,0,0
St. John's,Aboriginal languages,Beaver,0,0,0,0
Halifax,Aboriginal languages,Beaver,0,0,0,0
Moncton,Aboriginal languages,Beaver,0,0,0,0
Saint John,Aboriginal languages,Beaver,0,0,0,0
Saguenay,Aboriginal languages,Beaver,0,0,0,0
Québec,Aboriginal languages,Beaver,0,0,0,0
Sherbrooke,Aboriginal languages,Beaver,0,0,0,0
Trois-Rivières,Aboriginal languages,Beaver,0,0,0,0
Montréal,Aboriginal languages,Beaver,0,0,0,0
Kingston,Aboriginal languages,Beaver,0,0,0,0
Belleville,Aboriginal languages,Beaver,0,0,0,0
Peterborough,Aboriginal languages,Beaver,0,0,0,0
Oshawa,Aboriginal languages,Beaver,0,0,0,0
Toronto,Aboriginal languages,Beaver,0,0,0,0
Hamilton,Aboriginal languages,Beaver,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Beaver,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Beaver,0,0,0,0
Brantford,Aboriginal languages,Beaver,0,0,0,0
Guelph,Aboriginal languages,Beaver,0,0,0,0
London,Aboriginal languages,Beaver,0,0,0,0
Windsor,Aboriginal languages,Beaver,0,0,0,0
Barrie,Aboriginal languages,Beaver,0,0,0,0
Greater Sudbury,Aboriginal languages,Beaver,0,0,0,0
Thunder Bay,Aboriginal languages,Beaver,0,0,0,0
Winnipeg,Aboriginal languages,Beaver,0,0,0,0
Regina,Aboriginal languages,Beaver,0,0,0,0
Saskatoon,Aboriginal languages,Beaver,0,0,0,0
Lethbridge,Aboriginal languages,Beaver,0,0,0,0
Calgary,Aboriginal languages,Beaver,0,0,0,0
Edmonton,Aboriginal languages,Beaver,5,0,0,0
Ottawa - Gatineau,Aboriginal languages,Beaver,0,0,0,0
Kelowna,Aboriginal languages,Beaver,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Beaver,0,0,0,0
Vancouver,Aboriginal languages,Beaver,0,0,0,0
Victoria,Aboriginal languages,Beaver,0,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Belarusan,10,0,0,10
Moncton,Non-Official & Non-Aboriginal languages,Belarusan,5,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Belarusan,70,20,0,305
Kingston,Non-Official & Non-Aboriginal languages,Belarusan,5,5,0,10
Belleville,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Belarusan,5,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Belarusan,10,0,0,15
Toronto,Non-Official & Non-Aboriginal languages,Belarusan,355,125,0,945
Hamilton,Non-Official & Non-Aboriginal languages,Belarusan,10,0,0,30
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Belarusan,15,5,0,20
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Belarusan,15,5,0,70
Brantford,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,10
Guelph,Non-Official & Non-Aboriginal languages,Belarusan,5,0,0,10
London,Non-Official & Non-Aboriginal languages,Belarusan,15,5,0,75
Windsor,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,15
Barrie,Non-Official & Non-Aboriginal languages,Belarusan,10,5,0,10
Greater Sudbury,Non-Official & Non-Aboriginal languages,Belarusan,5,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Belarusan,35,5,0,65
Regina,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Saskatoon,Non-Official & Non-Aboriginal languages,Belarusan,5,0,0,10
Lethbridge,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Belarusan,20,0,0,70
Edmonton,Non-Official & Non-Aboriginal languages,Belarusan,35,10,0,110
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Belarusan,55,30,0,160
Kelowna,Non-Official & Non-Aboriginal languages,Belarusan,10,0,0,15
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Belarusan,0,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Belarusan,60,10,0,205
Victoria,Non-Official & Non-Aboriginal languages,Belarusan,5,0,0,10
St. John's,Non-Official & Non-Aboriginal languages,Bengali,305,145,0,355
Halifax,Non-Official & Non-Aboriginal languages,Bengali,440,230,0,540
Moncton,Non-Official & Non-Aboriginal languages,Bengali,35,25,0,45
Saint John,Non-Official & Non-Aboriginal languages,Bengali,60,40,0,60
Saguenay,Non-Official & Non-Aboriginal languages,Bengali,5,0,0,10
Québec,Non-Official & Non-Aboriginal languages,Bengali,70,45,10,100
Sherbrooke,Non-Official & Non-Aboriginal languages,Bengali,10,5,0,25
Trois-Rivières,Non-Official & Non-Aboriginal languages,Bengali,5,0,0,10
Montréal,Non-Official & Non-Aboriginal languages,Bengali,10805,8080,105,12605
Kingston,Non-Official & Non-Aboriginal languages,Bengali,195,120,0,250
Belleville,Non-Official & Non-Aboriginal languages,Bengali,10,5,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Bengali,65,45,0,140
Oshawa,Non-Official & Non-Aboriginal languages,Bengali,510,280,0,670
Toronto,Non-Official & Non-Aboriginal languages,Bengali,38320,24610,295,48410
Hamilton,Non-Official & Non-Aboriginal languages,Bengali,1340,850,0,1775
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Bengali,165,90,0,245
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Bengali,915,535,10,1155
Brantford,Non-Official & Non-Aboriginal languages,Bengali,55,30,0,55
Guelph,Non-Official & Non-Aboriginal languages,Bengali,295,175,0,355
London,Non-Official & Non-Aboriginal languages,Bengali,460,250,0,530
Windsor,Non-Official & Non-Aboriginal languages,Bengali,635,380,0,800
Barrie,Non-Official & Non-Aboriginal languages,Bengali,95,45,0,115
Greater Sudbury,Non-Official & Non-Aboriginal languages,Bengali,30,10,0,45
Thunder Bay,Non-Official & Non-Aboriginal languages,Bengali,75,45,0,185
Winnipeg,Non-Official & Non-Aboriginal languages,Bengali,1100,660,20,1435
Regina,Non-Official & Non-Aboriginal languages,Bengali,990,675,20,1295
Saskatoon,Non-Official & Non-Aboriginal languages,Bengali,1670,1185,10,2045
Lethbridge,Non-Official & Non-Aboriginal languages,Bengali,95,60,0,110
Calgary,Non-Official & Non-Aboriginal languages,Bengali,4140,2750,15,5050
Edmonton,Non-Official & Non-Aboriginal languages,Bengali,2335,1460,15,2815
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Bengali,3340,1990,10,4320
Kelowna,Non-Official & Non-Aboriginal languages,Bengali,110,55,0,125
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Bengali,25,10,0,25
Vancouver,Non-Official & Non-Aboriginal languages,Bengali,2680,1570,15,3145
Victoria,Non-Official & Non-Aboriginal languages,Bengali,145,70,0,145
St. John's,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,10
Halifax,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,0
Moncton,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",15,0,0,10
Saint John,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,10
Saguenay,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",10,5,0,10
Québec,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",355,75,0,480
Sherbrooke,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",45,10,0,65
Trois-Rivières,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",20,0,0,40
Montréal,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",7625,2220,15,10380
Kingston,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,5,0,0
Peterborough,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,0
Toronto,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",115,30,0,175
Hamilton,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",20,10,0,40
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,15
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,0
Brantford,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,15
London,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,5,0,10
Windsor,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,10
Barrie,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,5,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,10
Winnipeg,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,35
Regina,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,20
Saskatoon,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",5,0,0,10
Lethbridge,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",80,35,0,90
Edmonton,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",55,45,0,120
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",305,90,0,425
Kelowna,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",0,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",60,20,0,65
Victoria,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",10,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,10
Moncton,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Bikol,110,15,0,105
Kingston,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,10
Peterborough,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,10
Oshawa,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,10
Toronto,Non-Official & Non-Aboriginal languages,Bikol,470,85,0,580
Hamilton,Non-Official & Non-Aboriginal languages,Bikol,25,5,0,25
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Bikol,10,0,0,25
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Bikol,10,0,0,10
Brantford,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,0
London,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,20
Windsor,Non-Official & Non-Aboriginal languages,Bikol,10,5,0,25
Barrie,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Bikol,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Bikol,160,25,0,210
Regina,Non-Official & Non-Aboriginal languages,Bikol,20,0,0,20
Saskatoon,Non-Official & Non-Aboriginal languages,Bikol,35,5,0,55
Lethbridge,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Bikol,205,45,0,165
Edmonton,Non-Official & Non-Aboriginal languages,Bikol,110,15,0,75
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Bikol,35,5,0,30
Kelowna,Non-Official & Non-Aboriginal languages,Bikol,5,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Bikol,10,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Bikol,310,65,0,490
Victoria,Non-Official & Non-Aboriginal languages,Bikol,10,0,0,10
St. John's,Non-Official & Non-Aboriginal languages,Bilen,5,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Bilen,5,5,0,25
Moncton,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Bilen,10,5,0,35
Kingston,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Bilen,5,0,0,0
Toronto,Non-Official & Non-Aboriginal languages,Bilen,80,45,0,80
Hamilton,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Bilen,5,0,0,10
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Bilen,95,85,0,155
Brantford,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Bilen,15,15,0,20
London,Non-Official & Non-Aboriginal languages,Bilen,5,0,0,0
Windsor,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Barrie,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Bilen,125,95,0,145
Regina,Non-Official & Non-Aboriginal languages,Bilen,25,15,0,35
Saskatoon,Non-Official & Non-Aboriginal languages,Bilen,25,10,0,45
Lethbridge,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Bilen,50,45,0,65
Edmonton,Non-Official & Non-Aboriginal languages,Bilen,245,210,0,240
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Bilen,50,25,0,90
Kelowna,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Bilen,5,5,0,15
Victoria,Non-Official & Non-Aboriginal languages,Bilen,0,0,0,0
St. John's,Aboriginal languages,Blackfoot,0,0,0,0
Halifax,Aboriginal languages,Blackfoot,0,0,0,0
Moncton,Aboriginal languages,Blackfoot,0,0,0,0
Saint John,Aboriginal languages,Blackfoot,0,0,0,0
Saguenay,Aboriginal languages,Blackfoot,0,0,0,0
Québec,Aboriginal languages,Blackfoot,0,0,0,10
Sherbrooke,Aboriginal languages,Blackfoot,0,0,0,0
Trois-Rivières,Aboriginal languages,Blackfoot,0,0,0,0
Montréal,Aboriginal languages,Blackfoot,5,0,0,0
Kingston,Aboriginal languages,Blackfoot,0,0,0,0
Belleville,Aboriginal languages,Blackfoot,0,0,0,0
Peterborough,Aboriginal languages,Blackfoot,0,0,0,0
Oshawa,Aboriginal languages,Blackfoot,0,0,0,0
Toronto,Aboriginal languages,Blackfoot,5,0,0,10
Hamilton,Aboriginal languages,Blackfoot,5,0,0,0
St. Catharines - Niagara,Aboriginal languages,Blackfoot,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Blackfoot,0,0,0,0
Brantford,Aboriginal languages,Blackfoot,0,0,0,0
Guelph,Aboriginal languages,Blackfoot,0,0,0,0
London,Aboriginal languages,Blackfoot,0,0,0,0
Windsor,Aboriginal languages,Blackfoot,0,0,0,0
Barrie,Aboriginal languages,Blackfoot,0,0,0,0
Greater Sudbury,Aboriginal languages,Blackfoot,0,0,0,0
Thunder Bay,Aboriginal languages,Blackfoot,0,0,0,10
Winnipeg,Aboriginal languages,Blackfoot,0,0,0,10
Regina,Aboriginal languages,Blackfoot,0,0,0,0
Saskatoon,Aboriginal languages,Blackfoot,0,0,0,0
Lethbridge,Aboriginal languages,Blackfoot,260,70,10,615
Calgary,Aboriginal languages,Blackfoot,235,60,0,350
Edmonton,Aboriginal languages,Blackfoot,35,10,0,40
Ottawa - Gatineau,Aboriginal languages,Blackfoot,0,0,0,10
Kelowna,Aboriginal languages,Blackfoot,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Blackfoot,0,0,0,0
Vancouver,Aboriginal languages,Blackfoot,25,0,0,15
Victoria,Aboriginal languages,Blackfoot,0,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Bosnian,10,0,0,20
Halifax,Non-Official & Non-Aboriginal languages,Bosnian,115,65,0,120
Moncton,Non-Official & Non-Aboriginal languages,Bosnian,0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Bosnian,10,10,0,15
Saguenay,Non-Official & Non-Aboriginal languages,Bosnian,5,5,0,10
Québec,Non-Official & Non-Aboriginal languages,Bosnian,640,375,10,660
Sherbrooke,Non-Official & Non-Aboriginal languages,Bosnian,195,105,0,265
Trois-Rivières,Non-Official & Non-Aboriginal languages,Bosnian,15,10,0,30
Montréal,Non-Official & Non-Aboriginal languages,Bosnian,450,260,0,580
Kingston,Non-Official & Non-Aboriginal languages,Bosnian,10,5,0,10
Belleville,Non-Official & Non-Aboriginal languages,Bosnian,15,5,0,15
Peterborough,Non-Official & Non-Aboriginal languages,Bosnian,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Bosnian,20,5,0,60
Toronto,Non-Official & Non-Aboriginal languages,Bosnian,2750,1330,45,4360
Hamilton,Non-Official & Non-Aboriginal languages,Bosnian,1040,575,40,1540
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Bosnian,195,125,0,360
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Bosnian,530,260,10,810
Brantford,Non-Official & Non-Aboriginal languages,Bosnian,15,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Bosnian,75,55,0,100
London,Non-Official & Non-Aboriginal languages,Bosnian,640,310,0,935
Windsor,Non-Official & Non-Aboriginal languages,Bosnian,315,160,0,370
Barrie,Non-Official & Non-Aboriginal languages,Bosnian,25,10,0,75
Greater Sudbury,Non-Official & Non-Aboriginal languages,Bosnian,5,0,0,15
Thunder Bay,Non-Official & Non-Aboriginal languages,Bosnian,5,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Bosnian,560,285,10,805
Regina,Non-Official & Non-Aboriginal languages,Bosnian,65,20,0,115
Saskatoon,Non-Official & Non-Aboriginal languages,Bosnian,125,60,0,140
Lethbridge,Non-Official & Non-Aboriginal languages,Bosnian,55,25,0,95
Calgary,Non-Official & Non-Aboriginal languages,Bosnian,845,395,15,1330
Edmonton,Non-Official & Non-Aboriginal languages,Bosnian,715,305,10,1140
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Bosnian,765,425,10,1265
Kelowna,Non-Official & Non-Aboriginal languages,Bosnian,50,15,0,60
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Bosnian,55,15,10,110
Vancouver,Non-Official & Non-Aboriginal languages,Bosnian,1155,545,0,1775
Victoria,Non-Official & Non-Aboriginal languages,Bosnian,30,5,0,55
St. John's,Non-Official & Non-Aboriginal languages,Bulgarian,55,25,0,55
Halifax,Non-Official & Non-Aboriginal languages,Bulgarian,45,20,0,45
Moncton,Non-Official & Non-Aboriginal languages,Bulgarian,5,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Bulgarian,5,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Bulgarian,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Bulgarian,235,140,0,150
Sherbrooke,Non-Official & Non-Aboriginal languages,Bulgarian,30,15,0,75
Trois-Rivières,Non-Official & Non-Aboriginal languages,Bulgarian,10,5,0,10
Montréal,Non-Official & Non-Aboriginal languages,Bulgarian,6390,4750,45,6790
Kingston,Non-Official & Non-Aboriginal languages,Bulgarian,25,10,0,15
Belleville,Non-Official & Non-Aboriginal languages,Bulgarian,5,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Bulgarian,20,10,0,35
Oshawa,Non-Official & Non-Aboriginal languages,Bulgarian,70,30,0,85
Toronto,Non-Official & Non-Aboriginal languages,Bulgarian,6950,3860,110,8055
Hamilton,Non-Official & Non-Aboriginal languages,Bulgarian,255,115,10,195
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Bulgarian,320,170,0,315
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Bulgarian,150,60,0,165
Brantford,Non-Official & Non-Aboriginal languages,Bulgarian,20,5,0,10
Guelph,Non-Official & Non-Aboriginal languages,Bulgarian,25,5,0,50
London,Non-Official & Non-Aboriginal languages,Bulgarian,70,40,0,90
Windsor,Non-Official & Non-Aboriginal languages,Bulgarian,105,35,0,95
Barrie,Non-Official & Non-Aboriginal languages,Bulgarian,35,15,0,35
Greater Sudbury,Non-Official & Non-Aboriginal languages,Bulgarian,5,5,0,10
Thunder Bay,Non-Official & Non-Aboriginal languages,Bulgarian,10,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Bulgarian,130,65,0,140
Regina,Non-Official & Non-Aboriginal languages,Bulgarian,20,10,0,20
Saskatoon,Non-Official & Non-Aboriginal languages,Bulgarian,25,15,0,40
Lethbridge,Non-Official & Non-Aboriginal languages,Bulgarian,10,0,0,15
Calgary,Non-Official & Non-Aboriginal languages,Bulgarian,945,480,0,1100
Edmonton,Non-Official & Non-Aboriginal languages,Bulgarian,480,290,0,545
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Bulgarian,1070,560,15,1290
Kelowna,Non-Official & Non-Aboriginal languages,Bulgarian,35,5,0,55
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Bulgarian,30,5,0,45
Vancouver,Non-Official & Non-Aboriginal languages,Bulgarian,1720,925,10,1975
Victoria,Non-Official & Non-Aboriginal languages,Bulgarian,115,50,0,150
St. John's,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,20
Halifax,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,0
Moncton,Non-Official & Non-Aboriginal languages,Burmese,0,5,0,0
Saint John,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Burmese,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Burmese,10,15,0,55
Sherbrooke,Non-Official & Non-Aboriginal languages,Burmese,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Burmese,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Burmese,60,20,0,75
Kingston,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,15
Belleville,Non-Official & Non-Aboriginal languages,Burmese,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Burmese,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,15
Toronto,Non-Official & Non-Aboriginal languages,Burmese,1005,570,10,1325
Hamilton,Non-Official & Non-Aboriginal languages,Burmese,85,65,0,75
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,10
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Burmese,140,140,0,165
Brantford,Non-Official & Non-Aboriginal languages,Burmese,5,5,0,0
Guelph,Non-Official & Non-Aboriginal languages,Burmese,0,0,0,0
London,Non-Official & Non-Aboriginal languages,Burmese,30,15,0,60
Windsor,Non-Official & Non-Aboriginal languages,Burmese,35,30,0,30
Barrie,Non-Official & Non-Aboriginal languages,Burmese,10,0,0,15
Greater Sudbury,Non-Official & Non-Aboriginal languages,Burmese,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Burmese,25,15,0,75
Winnipeg,Non-Official & Non-Aboriginal languages,Burmese,85,50,10,180
Regina,Non-Official & Non-Aboriginal languages,Burmese,50,35,15,140
Saskatoon,Non-Official & Non-Aboriginal languages,Burmese,100,60,0,105
Lethbridge,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,10
Calgary,Non-Official & Non-Aboriginal languages,Burmese,270,175,15,340
Edmonton,Non-Official & Non-Aboriginal languages,Burmese,145,100,0,240
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Burmese,235,150,10,310
Kelowna,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Burmese,5,0,0,0
